city,day_period,weather_conditions,road_traffic_density,order_day_week,type_of_vehicle,delivery_location_longitude,delivery_location_latitude,festival
0,2,5,0,2,2,72.955203,19.124049,0
0,2,5,3,1,2,80.346442,13.174181,0
2,2,4,2,0,1,74.009315,18.643811,0
0,2,2,0,2,3,73.220283,22.36279,0
0,2,4,3,2,3,85.455055,23.489407,0
0,0,3,1,6,1,76.68262,12.339524,0
0,2,4,0,6,2,77.002076,11.046298,0
0,2,4,2,2,2,85.405731,23.431058,0
0,2,1,2,1,1,73.958972,18.660963,0
0,1,2,1,2,2,75.841202,30.913384,0
0,2,1,0,6,2,77.478886,23.315123,1
0,2,0,0,1,2,72.894342,21.265104,0
2,0,4,3,2,3,75.8623,26.906156,0
0,0,4,3,3,2,77.696155,13.014365,0
0,2,4,2,2,2,73.868429,18.54421,0
0,0,3,3,0,1,75.956362,22.831593,0
0,2,3,0,3,2,85.415731,23.441058,0
0,2,2,0,3,2,77.666014,13.042161,0
2,0,2,3,5,3,77.626014,13.002161,0
2,2,1,2,4,3,80.310744,13.065801,0
0,2,5,0,6,2,72.943074,19.26114,0
0,2,2,3,2,3,75.9634,22.81806,0
0,2,4,0,2,3,80.345235,13.096286,0
0,2,3,3,0,2,76.014167,22.857021,0
2,2,3,0,0,2,77.700997,13.159198,0
0,1,1,1,0,2,77.709386,12.959934,0
2,2,4,2,3,3,76.764878,12.421072,0
0,0,5,3,5,3,80.276442,13.104181,0
2,2,2,0,0,2,73.288921,22.440237,0
0,2,5,2,5,2,73.816883,15.624828,0
2,2,4,2,5,2,77.746664,13.025377,0
0,0,0,3,0,2,73.205081,22.351844,0
0,1,0,2,2,2,73.824855,18.57144,0
0,2,0,2,6,3,85.44982,23.479746,0
0,2,4,3,5,3,76.735169,12.367954,0
0,2,4,0,4,2,75.866649,27.046431,0
0,2,5,2,1,2,77.059594,11.082169,0
0,2,1,0,3,2,76.737961,12.433978,1
0,2,2,0,5,2,73.860547,18.550016,0
0,0,1,3,2,2,78.438321,17.461668,0
0,2,4,0,2,2,80.359982,13.082793,0
0,0,2,1,1,2,75.833007,26.94294,0
0,2,2,2,5,2,0.08,0.08,0
0,1,5,2,2,2,78.414423,17.438294,0
0,0,4,3,6,3,0.07,0.07,0
2,2,3,0,0,3,80.298812,13.11978,1
0,1,1,2,1,2,0.01,0.01,0
0,1,0,2,3,3,80.267221,13.064347,0
0,2,0,0,2,2,80.279982,13.002793,0
2,1,1,2,5,3,77.665396,12.990221,0
0,2,1,0,3,2,76.733622,12.394569,0
0,2,3,3,1,1,75.956808,31.032872,0
2,2,4,3,6,3,0.04,0.04,0
0,2,2,2,3,2,72.838778,21.227735,0
0,2,5,2,3,2,75.916699,22.801857,0
0,2,1,0,4,1,76.697961,12.393978,0
2,1,0,2,5,2,80.274151,13.068616,0
0,1,2,2,5,3,78.072543,30.356994,0
0,2,2,0,5,3,72.898923,19.304567,0
2,0,4,3,0,3,75.792891,26.953987,0
2,2,3,2,5,3,77.065667,11.092477,0
0,2,4,0,3,2,77.715999,13.029496,0
0,0,1,1,1,3,72.829292,21.21106,0
0,1,2,2,0,2,73.884723,18.679156,0
0,2,3,2,1,3,0.09,0.09,0
0,2,1,0,4,3,77.006268,11.031852,0
0,2,3,2,5,1,75.892891,27.053987,0
0,2,5,0,2,1,73.974336,15.363897,0
0,1,5,2,0,2,80.241598,12.991615,0
0,2,4,0,2,2,76.323136,10.021703,0
2,2,1,2,5,2,75.850689,26.93842,0
0,0,3,3,2,3,73.878972,18.580963,0
0,2,1,2,6,3,77.105667,11.132477,0
0,1,1,2,1,2,72.842658,19.075838,0
0,2,0,3,5,2,75.879034,27.001378,0
2,2,4,0,1,3,77.057003,11.074839,0
0,2,4,2,5,3,72.939976,19.23663,0
2,2,4,0,1,2,73.218921,22.370237,0
2,2,0,2,4,3,72.926191,19.2713,0
0,2,5,2,1,1,75.937282,27.051927,0
0,2,4,0,6,2,75.977429,22.833838,0
2,0,0,3,3,3,80.430939,26.592419,0
0,2,1,0,3,3,77.68413,13.005662,0
2,2,5,2,0,3,85.417872,23.461292,0
0,1,1,1,5,2,88.410581,22.587821,0
0,2,1,3,0,3,0.09,0.09,0
2,2,1,2,4,3,76.676167,12.373994,0
2,0,1,1,6,2,85.37982,23.409746,0
0,2,5,3,1,3,72.896721,19.236269,0
0,2,4,3,3,3,85.4029,23.424422,0
0,2,1,0,2,3,73.892527,18.566216,0
2,2,1,0,5,2,75.882891,27.043987,0
0,2,2,0,3,3,75.470232,19.984449,0
0,2,5,0,4,1,75.346722,19.905337,0
0,2,1,0,0,2,73.275081,22.421844,0
0,0,1,1,6,1,73.939315,18.573811,0
0,0,0,3,5,3,80.3781,26.504133,0
0,2,0,3,4,2,72.848666,21.219834,0
2,0,1,3,3,2,72.831477,21.220522,0
0,2,1,2,5,2,81.914236,25.530377,0
0,0,0,1,5,3,0.04,0.04,0
0,2,5,0,6,2,75.969615,31.030184,0
0,2,2,0,6,2,75.893139,27.003483,0
0,2,2,3,0,3,77.03544,11.063009,0
0,2,0,0,2,2,78.477865,17.518263,0
2,1,5,2,4,2,75.384792,19.896428,0
2,2,4,3,1,2,73.898429,18.57421,0
2,0,0,3,4,2,75.856896,26.942312,0
0,1,1,2,1,2,80.267221,13.064347,0
0,1,5,2,5,2,78.510366,17.468998,0
0,1,3,2,5,3,74.02852,18.66408,0
0,2,0,0,5,3,75.934592,27.045287,0
0,2,1,0,3,2,73.238921,22.390237,0
2,0,4,1,0,2,76.348258,10.067364,0
0,0,2,3,5,2,72.854209,21.240437,0
0,2,2,0,2,2,75.936362,22.811593,0
0,0,5,3,3,3,72.872585,18.967584,0
0,0,0,3,4,2,77.640997,13.099198,0
0,2,0,3,1,2,0.11,0.11,0
0,2,0,0,5,2,72.862731,21.243343,0
2,2,1,3,0,2,75.934765,22.792225,0
0,2,4,0,5,2,0.08,0.08,0
0,1,2,2,5,3,78.06725,27.177772,0
0,0,0,3,3,1,85.375055,23.409407,0
0,2,5,0,4,1,77.036494,11.063669,0
0,2,5,0,0,2,80.322268,13.129645,0
0,2,3,2,1,2,77.028349,11.052298,0
0,0,4,3,3,1,72.865553,19.034237,0
0,2,2,0,3,2,75.832891,26.993987,0
0,0,1,3,6,3,73.209083,22.350329,0
0,1,4,2,2,2,72.82859,21.205047,0
0,2,2,2,2,2,73.197753,22.338096,0
0,2,4,2,3,2,0.09,0.09,0
0,2,4,2,6,2,85.394253,23.421489,0
0,2,0,3,1,3,80.308114,13.076047,0
0,1,2,2,3,3,85.336967,23.363783,0
0,2,1,3,1,2,75.836649,27.016431,0
0,2,5,3,5,2,73.918972,18.620963,0
2,2,5,0,0,2,77.101082,11.09185,0
0,2,4,3,3,2,77.037003,11.054839,0
0,2,2,0,4,3,78.117044,27.223303,0
0,2,2,2,2,2,72.891347,19.27384,0
0,2,1,2,4,0,85.345739,23.384878,0
0,2,4,0,4,2,76.706167,12.403994,0
0,0,2,3,4,3,0.13,0.13,0
2,2,4,2,0,2,77.045017,11.071278,0
0,1,4,2,0,3,76.318258,10.037364,0
0,2,5,3,5,3,76.686792,12.407978,0
0,0,5,3,3,2,72.869976,19.16663,0
0,0,0,3,0,2,85.426842,23.526792,0
0,2,1,0,1,2,73.244798,22.391358,0
0,1,0,2,2,2,80.361569,26.48775,0
0,2,4,3,5,3,77.077003,11.094839,0
0,2,3,2,0,2,72.868666,21.239834,0
0,2,4,2,1,2,80.281865,13.096762,0
0,2,1,2,3,2,77.666014,13.042161,0
0,2,1,0,5,3,77.028349,11.052298,0
0,2,5,0,5,2,73.277753,22.418096,0
0,2,0,2,6,2,78.180165,27.30185,0
0,2,3,0,1,1,73.864723,18.659156,0
2,2,1,0,0,2,81.885585,25.507687,0
0,1,3,2,6,2,78.339645,17.421028,0
0,2,2,0,0,3,78.582111,17.513216,0
0,2,3,2,2,2,85.375146,23.407804,0
0,2,0,0,3,1,73.912527,18.586216,0
0,2,4,0,2,2,76.326783,9.987144,0
0,2,3,2,4,3,75.94949,22.811234,0
2,2,4,3,2,3,72.998493,19.211999,0
2,2,2,0,5,3,72.898923,19.304567,0
2,2,5,2,5,1,0.13,0.13,0
2,2,2,2,0,2,85.355447,23.389194,0
0,2,3,0,5,2,77.014652,11.096117,0
0,0,0,1,1,2,78.458213,17.470448,0
0,2,5,2,2,2,0.06,0.06,0
0,2,2,2,2,3,85.365486,23.404989,0
0,1,2,2,2,2,81.844841,25.469775,0
0,2,1,0,4,3,73.868429,18.54421,0
0,2,2,2,4,2,73.845901,18.653481,0
0,2,1,0,6,2,76.753622,12.414569,0
0,2,2,0,6,1,72.883616,21.276884,0
0,2,5,2,2,2,72.885553,19.054237,0
2,2,3,2,4,2,73.199083,22.340329,0
0,0,1,1,6,3,78.399347,17.470851,0
0,2,4,2,4,3,75.366722,19.925337,0
0,2,1,3,4,2,85.37982,23.409746,0
0,2,4,3,0,2,72.802629,21.179669,0
0,2,2,0,3,3,73.299083,22.440329,1
0,2,0,0,1,2,77.735748,13.060324,0
2,1,1,2,6,3,77.663685,12.998453,0
0,2,2,0,6,3,78.477865,17.518263,0
0,2,1,0,5,2,72.895451,19.1793,0
0,2,5,0,0,2,72.987385,19.200083,0
0,2,4,3,2,2,72.850489,21.230798,0
0,2,2,0,6,1,78.397554,17.474114,0
0,2,4,3,5,3,78.456744,17.503809,0
0,2,0,2,3,3,77.773237,13.003041,0
0,0,3,3,0,2,76.023106,22.875536,0
0,0,3,1,6,2,72.814209,21.200437,0
0,1,1,2,1,3,72.845553,19.014237,0
0,1,1,2,0,2,75.815704,26.924142,0
0,0,4,3,6,2,72.808726,21.197729,0
0,0,0,3,1,2,77.564007,23.364249,0
0,0,5,3,2,2,76.656167,12.353994,0
0,0,2,3,3,2,73.878206,18.634382,0
0,2,5,0,1,3,0.09,0.09,0
0,0,5,3,3,2,73.955101,18.593626,0
0,1,1,2,1,2,73.824855,18.57144,0
2,2,5,3,0,2,76.683067,12.396967,0
0,2,1,3,4,3,88.40231,22.602996,0
2,2,2,2,5,2,80.331865,13.146762,0
0,1,5,2,6,2,78.42035,17.451477,0
0,2,3,3,5,2,76.690028,12.383225,0
0,2,3,0,5,2,80.445628,26.612581,0
2,2,3,2,0,2,78.559578,17.532819,0
0,2,1,0,5,2,72.968493,19.181999,0
2,2,0,2,2,3,73.799478,15.611295,0
0,1,0,1,0,2,78.060165,27.18185,0
0,2,2,0,0,1,72.915203,19.084049,0
0,0,0,3,0,3,78.432621,17.469585,0
0,2,1,0,2,2,85.397872,23.441292,0
0,2,2,2,5,2,77.746155,13.064365,0
0,2,5,0,3,2,78.477554,17.554114,0
0,1,1,2,5,2,76.674878,12.331072,0
2,2,4,0,0,3,72.859122,21.240096,0
2,1,0,2,4,2,72.866749,19.123249,0
0,1,4,2,2,2,78.367554,17.444114,0
0,2,2,2,1,2,77.775748,13.100324,0
0,2,4,3,3,2,85.455146,23.487804,0
0,1,2,2,0,2,77.660709,12.999166,0
0,2,0,0,1,3,0.11,0.11,0
0,2,5,3,1,3,78.407554,17.484114,0
0,1,5,2,2,3,0.01,0.01,0
0,2,3,0,1,2,77.02544,11.053009,0
0,0,3,1,2,2,80.340708,26.503672,0
0,2,5,0,2,2,72.838666,21.209834,0
0,2,1,2,0,1,0.06,0.06,0
0,1,2,2,6,1,78.45035,17.481477,0
0,2,4,0,3,2,0.09,0.09,0
0,2,4,3,1,2,85.405739,23.444878,0
0,2,5,0,3,3,76.784878,12.441072,0
2,1,3,2,5,2,75.858259,30.955915,0
0,1,3,2,0,2,76.663622,12.324569,0
2,0,2,1,6,3,85.365447,23.399194,0
0,2,3,3,0,2,85.404253,23.431489,1
0,2,0,0,4,3,77.700709,13.039166,0
0,2,3,0,6,3,75.843604,26.971411,0
0,2,4,0,6,1,78.454423,17.478294,0
0,2,1,2,4,3,85.415146,23.447804,0
0,2,1,0,6,2,77.041736,11.096686,0
0,2,4,2,6,2,85.385055,23.419407,0
0,0,5,3,1,2,77.108349,11.132298,0
0,2,3,0,1,2,80.384791,13.157018,0
0,2,2,0,3,3,0.11,0.11,0
0,0,1,1,3,2,72.873984,19.095831,0
0,1,4,2,3,2,72.928493,19.141999,0
2,2,1,3,2,2,73.295081,22.441844,0
0,1,1,2,1,3,72.852585,18.947584,0
0,1,5,2,3,3,77.005017,11.031278,0
0,1,4,2,2,2,73.862527,18.536216,0
0,2,5,3,5,2,75.452405,20.005016,0
0,2,2,0,3,2,81.962796,25.581646,0
2,1,0,2,3,1,73.168921,22.320237,0
0,2,1,0,2,3,73.945367,18.593934,0
0,2,5,2,0,1,75.930689,27.01842,0
0,2,2,0,0,3,77.759386,13.009934,0
0,1,3,2,0,3,73.175081,22.321844,0
0,2,2,3,0,2,72.825503,21.205975,0
0,1,5,2,4,2,72.791477,21.180522,0
0,2,2,0,3,2,72.862731,21.243343,0
0,2,2,2,6,3,76.675861,12.334747,0
0,2,2,3,1,2,85.470464,23.47925,0
2,2,5,2,4,2,78.417495,17.436228,0
0,2,4,0,3,3,76.683067,12.396967,0
0,1,2,2,6,2,78.459654,17.42233,0
0,2,3,2,4,1,76.764878,12.421072,0
0,2,1,2,3,1,77.7584,12.994264,0
0,2,3,2,4,1,73.928429,18.60421,0
0,0,3,1,4,2,85.3729,23.394422,0
0,2,1,2,5,3,78.125359,27.238822,0
0,1,2,2,3,2,72.852585,18.947584,0
2,1,2,2,4,3,72.815503,21.195975,0
0,2,3,2,1,2,77.743237,12.973041,0
2,2,4,3,5,2,77.004652,11.086117,0
2,0,3,3,5,2,78.151608,27.300832,0
0,1,3,2,6,2,76.986494,11.013669,0
0,2,1,2,3,2,77.703685,13.038453,0
0,2,4,2,3,3,78.519654,17.48233,0
0,2,3,2,2,3,80.374151,13.168616,0
0,2,3,0,3,2,72.915451,19.1993,0
0,2,2,2,5,2,75.924592,27.035287,0
0,2,4,2,4,2,77.770709,13.109166,0
0,2,3,3,3,3,80.361865,13.176762,0
0,1,0,2,0,3,85.335055,23.369407,0
2,2,3,3,5,2,72.883984,19.105831,0
0,2,5,3,5,3,72.918923,19.324567,0
0,2,2,3,5,2,77.559845,23.362537,0
0,0,2,3,4,2,78.477495,17.496228,0
2,0,0,3,6,2,75.443942,19.964733,0
0,2,5,2,1,2,85.46982,23.499746,0
0,2,5,0,5,2,74.004336,15.393897,0
0,2,3,2,1,3,88.484127,22.681084,0
0,2,5,2,4,3,76.690028,12.383225,0
0,2,1,3,5,3,77.776664,13.055377,0
0,2,4,0,5,2,80.337221,13.134347,0
0,2,0,2,1,3,72.864342,21.235104,0
0,0,5,1,6,2,77.035667,11.062477,0
0,2,3,0,3,3,72.884342,21.255104,0
0,0,5,1,2,2,77.055393,11.065083,0
0,0,1,1,2,3,80.294791,13.067018,0
0,2,0,0,2,2,75.856896,26.942312,0
0,2,2,0,6,3,0.05,0.05,0
0,1,3,1,5,3,0.01,0.01,0
0,0,0,1,6,2,72.902381,19.261315,0
0,2,4,3,5,3,75.946059,22.775207,0
2,2,3,0,2,3,80.332439,13.112394,0
0,1,2,2,4,2,85.355486,23.394989,0
0,2,2,3,5,2,74.026485,18.666562,0
0,2,4,3,0,2,78.494423,17.518294,0
0,2,3,0,5,2,75.9834,22.83806,0
0,0,1,3,1,2,76.670028,12.363225,0
0,0,5,3,4,2,73.205012,22.351603,0
0,1,3,2,4,3,76.650028,12.343225,0
0,2,0,3,2,2,76.647889,12.367928,0
0,0,2,1,0,3,72.888923,19.294567,0
2,2,4,0,5,3,0.11,0.11,0
0,0,0,3,0,3,85.365731,23.391058,0
0,2,4,0,4,3,80.379982,13.102793,0
0,1,3,2,4,2,77.006241,11.021753,0
0,2,2,3,5,2,72.874136,21.266608,1
0,0,5,3,0,2,72.834115,21.226438,0
0,2,4,2,2,3,0.03,0.03,0
0,2,0,0,4,3,80.278114,13.046047,0
0,0,5,3,5,2,0.11,0.11,0
2,0,5,3,1,2,0.04,0.04,0
0,2,2,0,4,2,73.248921,22.400237,0
0,2,1,3,2,1,75.924592,27.035287,0
2,1,2,2,4,2,76.98544,11.013008,0
0,2,1,0,6,3,78.469347,17.540851,0
0,2,0,0,5,2,73.903572,18.722718,0
2,1,5,2,0,1,81.852796,25.471646,0
0,1,4,2,6,2,80.277221,13.074347,0
0,0,5,1,5,1,80.355628,26.522581,0
0,1,4,2,0,1,80.274151,13.068616,0
0,1,0,1,0,3,85.336842,23.436792,0
0,2,2,0,5,1,72.920489,21.300798,0
0,2,2,0,3,3,75.488888,20.005908,0
0,1,3,1,4,3,75.876059,22.705207,0
2,0,3,1,4,3,75.408419,19.914103,0
0,1,1,2,5,2,78.412621,17.449585,0
0,0,5,3,0,3,77.015525,11.043681,0
0,0,2,1,0,3,73.012281,19.247222,0
0,2,3,3,2,3,72.864492,21.233434,0
0,1,4,2,3,2,78.572111,17.503216,0
0,2,5,0,4,2,75.886649,27.066431,0
2,0,0,1,6,3,72.876721,19.216269,0
0,0,1,1,1,2,75.850753,26.94519,0
0,2,5,2,1,1,73.878972,18.580963,0
2,1,3,2,1,2,77.590997,13.049198,0
0,2,1,0,6,3,85.375731,23.401058,0
1,2,0,0,5,2,76.739264,12.390972,1
0,1,0,2,2,3,78.025053,27.175108,0
0,0,0,3,0,1,78.477865,17.518263,0
0,2,1,0,5,3,75.846976,30.945814,0
0,1,1,2,6,3,77.665797,12.984179,0
0,2,1,2,4,3,80.238114,13.006047,0
0,2,3,3,0,3,76.970432,11.05091,0
0,2,3,0,4,2,78.484423,17.508294,1
0,2,1,2,5,3,72.848666,21.219834,0
0,1,1,2,1,3,72.918493,19.131999,0
0,2,3,0,5,2,73.878206,18.634382,0
0,0,5,3,5,2,73.97852,18.61408,0
0,2,2,0,1,3,78.429347,17.500851,0
0,0,2,3,2,3,75.91949,22.781234,0
0,2,1,2,0,3,80.311598,13.061615,0
0,0,0,1,2,2,81.874279,25.490329,0
0,2,3,0,5,2,81.884841,25.509775,0
0,2,1,0,1,2,80.26311,13.075479,0
0,1,5,2,5,3,76.305211,9.998483,0
0,2,2,0,6,1,74.080889,15.287944,0
2,2,2,0,0,2,80.26311,13.075479,0
0,2,2,3,5,1,75.891338,30.959992,0
0,2,0,3,6,2,77.720625,13.059096,0
2,2,2,0,4,3,85.385347,23.419033,0
0,2,1,0,3,2,72.916721,19.256269,0
0,2,0,2,1,2,78.144222,30.422735,0
0,0,5,3,2,2,77.035667,11.062477,0
0,0,0,3,6,2,72.844342,21.215104,0
0,1,5,1,1,2,75.903106,22.755536,0
0,2,5,0,4,3,78.415883,17.481976,0
2,1,2,1,0,3,77.005667,11.032477,0
0,2,0,0,5,2,73.3,22.45,0
0,2,0,3,6,1,75.78282,26.943726,0
2,2,1,0,4,2,76.66665,12.412058,0
0,2,2,3,5,2,80.244568,13.096279,0
0,1,4,2,3,2,73.848429,18.52421,0
0,2,4,0,0,3,75.924257,27.032328,0
0,2,5,0,3,2,75.832083,26.921191,0
0,0,5,3,3,1,72.89765,19.073517,0
0,1,4,2,1,2,75.90949,22.771234,0
2,0,1,3,4,2,77.743237,12.973041,0
0,1,5,2,1,2,77.653685,12.988453,0
0,2,0,0,2,3,75.916362,22.791593,0
0,1,4,2,3,3,80.252439,13.032394,0
0,2,2,2,5,3,76.673067,12.386967,0
2,2,3,0,5,2,78.448213,17.460448,0
2,1,4,2,2,3,75.894167,22.737021,0
0,2,0,2,3,2,75.401461,19.968716,0
0,2,3,3,1,3,78.397554,17.474114,0
0,2,1,2,4,2,77.674293,12.993298,0
0,2,0,0,2,3,76.706792,12.427978,1
2,0,4,3,5,2,78.458213,17.470448,0
2,2,1,0,4,2,73.854855,18.60144,0
0,2,0,3,2,3,75.946959,22.782634,0
1,2,2,0,6,2,0.11,0.11,0
0,0,1,3,1,3,75.832083,26.921191,0
2,2,2,0,2,2,72.946191,19.2913,0
0,1,1,2,4,2,0.02,0.02,0
0,0,1,3,2,2,77.630997,13.089198,0
2,2,1,3,3,3,75.873604,27.001411,0
0,2,1,0,5,2,75.424792,19.936428,0
0,2,4,3,3,2,77.055667,11.082477,0
0,0,0,3,2,2,75.862103,30.935204,0
0,1,3,2,0,3,0.02,0.02,0
0,1,3,1,2,3,75.810689,26.89842,0
2,2,4,3,2,2,85.417872,23.461292,0
2,2,5,2,3,3,80.310672,13.176438,0
2,2,3,2,4,2,75.836976,30.935814,0
2,2,3,0,1,2,75.947429,22.803839,0
0,2,1,0,3,2,75.876896,26.962312,0
0,2,3,0,6,2,73.920547,18.610016,0
0,0,3,3,4,2,85.395739,23.434878,0
2,2,2,0,2,1,85.455447,23.489194,0
0,1,5,1,1,3,78.520366,17.478998,0
2,2,2,0,6,2,78.409645,17.491028,0
2,2,3,0,3,3,75.874257,26.982328,0
0,1,0,2,0,3,73.924337,18.566258,0
0,2,2,0,2,2,78.415883,17.481976,0
2,0,5,1,6,2,0.04,0.04,0
0,0,1,3,1,2,75.99949,22.861234,0
0,2,4,3,3,2,73.288921,22.440237,0
0,2,4,2,2,2,85.355447,23.389194,0
0,2,1,0,3,3,76.745169,12.377954,0
0,1,0,2,6,3,0.02,0.02,0
2,2,2,0,5,3,75.376722,19.935337,0
0,1,1,2,3,3,0.01,0.01,0
0,2,2,2,0,2,77.773685,13.108453,0
0,1,4,1,6,2,72.788778,21.177735,0
0,2,0,0,1,2,77.06295,11.120375,0
0,2,3,2,1,1,77.036241,11.051753,0
0,2,4,3,6,2,80.324791,13.097018,0
0,2,2,2,3,1,75.994167,22.837021,0
0,2,2,0,1,1,76.71665,12.462058,0
2,2,2,2,4,2,73.861081,18.746215,0
0,1,3,2,2,2,76.626792,12.347978,0
0,1,5,2,2,2,73.926619,18.57245,0
0,1,5,2,1,2,75.876059,22.705207,0
0,1,3,2,4,2,77.716664,12.995377,0
0,2,3,3,6,1,75.432405,19.985016,0
0,0,5,3,4,2,72.906749,19.163249,0
0,2,0,2,3,2,73.052281,19.287222,0
0,2,0,2,3,2,72.902629,21.279669,0
2,2,5,2,3,2,75.944167,22.787021,0
0,2,3,0,5,2,75.830512,26.879596,0
2,2,1,0,3,2,78.415883,17.481976,0
2,0,3,3,4,3,72.86765,19.043517,0
0,2,2,2,1,2,73.24,22.39,0
0,1,0,2,2,2,75.886059,22.715207,0
0,1,2,1,1,2,77.626155,12.944365,0
0,0,4,1,6,3,75.914377,22.764648,0
0,2,1,2,1,3,75.961817,31.033244,0
2,2,5,2,3,2,80.381865,13.196762,0
0,2,2,0,2,2,72.866721,19.206269,0
0,0,2,1,6,1,77.685396,13.010221,0
0,2,4,0,0,3,75.976699,22.861857,0
0,2,5,0,5,2,77.011876,11.030762,0
0,2,0,0,1,3,80.374151,13.168616,0
0,2,2,0,1,2,77.025667,11.052477,0
0,2,1,2,3,3,73.26,22.41,0
0,1,1,1,4,2,78.054714,27.181694,0
0,2,3,2,6,3,76.653622,12.314569,0
0,2,5,0,3,3,75.9423,26.986156,0
0,2,3,0,2,3,73.234798,22.381358,0
0,1,4,2,3,2,75.804257,26.912328,0
2,1,5,2,5,3,76.650583,12.343194,0
0,2,2,2,5,2,80.372439,13.152394,0
2,1,2,2,2,3,77.018349,11.042298,0
0,2,3,0,0,1,72.841477,21.230522,0
0,2,2,0,0,3,88.40068,22.597185,0
0,0,3,1,2,2,73.838206,18.594382,0
2,2,1,2,2,3,78.47035,17.501477,0
0,2,4,0,3,2,78.498855,17.58971,0
0,2,2,0,4,2,76.684878,12.341072,0
2,2,1,2,0,2,75.9834,22.83806,0
2,2,5,2,6,2,78.497225,17.470371,0
0,1,3,2,2,2,75.841338,30.909992,0
0,0,3,3,0,2,75.812821,26.973726,0
0,1,1,2,4,2,80.267221,13.064347,0
0,0,4,3,3,2,85.435146,23.467804,0
0,0,4,1,1,2,77.654293,12.973298,0
0,0,5,3,3,2,80.450939,26.612419,0
0,2,2,0,3,2,75.996059,22.825207,0
0,2,0,2,1,2,75.839034,26.961378,0
2,2,5,3,0,2,72.901477,21.290522,0
0,0,0,3,2,3,78.489654,17.45233,0
0,2,1,2,0,3,76.65665,12.402058,0
0,0,5,3,1,3,80.432796,26.564986,0
2,2,4,0,5,2,80.387221,13.184347,0
0,2,1,0,4,2,77.720489,13.06041,0
2,2,4,3,5,3,76.689103,12.396356,0
0,0,1,1,6,3,72.865451,19.1493,0
2,2,0,0,4,2,77.011876,11.030762,0
2,2,0,3,2,3,75.956059,22.785207,0
0,0,1,1,3,2,73.012281,19.247222,0
0,2,2,0,5,1,72.825503,21.205975,0
0,1,1,1,1,2,76.996268,11.021852,0
0,2,4,2,6,3,76.695169,12.327954,0
2,2,0,0,1,2,72.874136,21.266608,0
0,0,5,3,6,3,75.937282,27.051927,0
2,2,2,2,5,2,73.294798,22.441358,0
0,2,4,0,5,3,75.880512,26.929596,0
2,1,4,2,4,3,73.848972,18.550963,0
0,2,3,2,6,2,0.06,0.06,0
2,1,5,1,5,2,72.866749,19.123249,0
0,2,3,0,6,3,78.53035,17.561477,0
0,1,3,2,3,2,80.246442,13.074181,0
2,2,0,0,3,3,78.167044,27.273303,0
0,0,1,3,2,2,75.9334,22.78806,0
0,0,3,3,3,1,77.025525,11.053681,0
0,2,4,0,1,2,77.698179,13.062532,0
0,2,4,2,4,3,72.819292,21.20106,0
0,2,0,3,5,2,73.857423,15.52395,0
0,2,4,0,4,3,85.470464,23.47925,0
2,2,5,2,4,1,72.863074,19.181141,0
0,2,1,2,0,3,75.913013,27.040262,0
2,2,0,0,5,3,72.897808,19.161458,1
0,1,1,2,2,2,77.62413,12.945662,0
0,0,1,1,1,2,73.825901,18.633481,0
0,2,3,3,5,2,75.857282,26.971927,0
0,2,1,2,6,1,85.386842,23.486792,0
0,2,1,0,5,3,75.982574,22.850072,0
0,2,0,0,3,2,73.824723,18.619156,0
0,2,1,2,2,3,77.479399,23.271529,0
0,2,5,0,5,2,73.985101,18.623626,0
2,0,2,3,3,3,75.911817,30.983244,0
0,2,5,0,1,2,77.045667,11.072477,0
0,2,3,0,4,2,72.884136,21.276608,0
2,2,2,0,3,2,88.434453,22.596461,0
0,2,2,3,1,2,76.749264,12.400972,0
0,2,4,2,6,2,78.174714,27.301694,0
0,0,4,1,6,2,72.876191,19.2213,0
0,2,4,0,4,2,0.05,0.05,0
0,2,5,0,3,2,75.882891,27.043987,0
0,2,1,0,1,2,72.894715,19.238321,0
0,1,4,2,5,2,81.851889,25.46235,0
0,2,3,0,2,2,72.845503,21.225975,0
2,1,2,2,2,3,75.89949,22.761234,0
0,2,2,2,4,3,0.09,0.09,0
2,2,2,0,3,1,72.908923,19.314567,0
2,2,5,2,4,3,73.970626,18.616947,0
0,2,4,0,6,2,0.11,0.11,0
0,2,0,2,3,3,85.405486,23.444989,0
0,2,1,3,2,2,73.828206,18.584382,0
0,2,1,0,5,2,73.230937,22.370526,0
0,2,1,2,3,2,80.360744,13.115801,0
0,2,5,0,3,2,72.908059,21.28276,0
0,2,3,0,4,2,78.379645,17.461028,0
0,2,0,0,3,2,72.95765,19.133517,0
2,1,3,2,1,2,72.804136,21.196608,0
2,0,2,3,0,2,73.205012,22.351603,0
2,2,4,3,5,3,76.757961,12.453978,0
0,2,1,0,0,3,75.932083,27.021191,0
0,2,0,2,2,2,88.428628,22.587893,0
0,1,1,1,5,3,0.01,0.01,0
0,0,1,1,4,3,76.980432,11.06091,0
0,2,3,0,2,3,0.03,0.03,0
0,1,5,2,6,1,78.438213,17.450448,0
0,0,4,1,4,2,75.861202,30.933384,0
2,1,4,2,2,3,78.41035,17.441477,0
2,2,3,0,6,3,78.610366,17.568998,0
2,2,1,2,1,2,73.220937,22.360526,0
0,1,1,2,3,2,72.918493,19.131999,0
0,0,1,3,3,2,76.712278,12.405461,0
0,1,2,2,0,3,0.02,0.02,0
0,0,1,1,4,3,72.867808,19.131458,0
